Index;date;Taux
I01405Y Index;30/07/2021;-0.563
I01420Y Index;30/07/2021;0.453
I01406Y Index;30/07/2021;-0.523
I01430Y Index;30/07/2021;0.708
I01407Y Index;02/08/2021;-0.451
I01408Y Index;02/08/2021;-0.352
I01409Y Index;02/08/2021;-0.259
I01410Y Index;02/08/2021;-0.166
I01415Y Index;02/08/2021;0.191
I01420Y Index;02/08/2021;0.419
I01430Y Index;02/08/2021;0.674
I01403M Index;02/08/2021;-0.651
I01406M Index;02/08/2021;-0.674
I01401Y Index;02/08/2021;-0.658
I01402Y Index;02/08/2021;-0.72
I01403Y Index;02/08/2021;-0.706
I01404Y Index;02/08/2021;-0.658
I01405Y Index;02/08/2021;-0.582
I01406Y Index;02/08/2021;-0.546
I01407Y Index;03/08/2021;-0.448
I01403M Index;03/08/2021;-0.656
I01406M Index;03/08/2021;-0.675
I01408Y Index;03/08/2021;-0.348
I01401Y Index;03/08/2021;-0.66
I01409Y Index;03/08/2021;-0.255
I01402Y Index;03/08/2021;-0.716
I01410Y Index;03/08/2021;-0.163
I01403Y Index;03/08/2021;-0.705
I01415Y Index;03/08/2021;0.192
I01404Y Index;03/08/2021;-0.655
I01405Y Index;03/08/2021;-0.578
I01406Y Index;03/08/2021;-0.542
I01420Y Index;03/08/2021;0.42
I01430Y Index;03/08/2021;0.672
I01407Y Index;04/08/2021;-0.466
I01403M Index;04/08/2021;-0.658
I01408Y Index;04/08/2021;-0.364
I01406M Index;04/08/2021;-0.677
I01409Y Index;04/08/2021;-0.269
I01401Y Index;04/08/2021;-0.665
I01410Y Index;04/08/2021;-0.178
I01402Y Index;04/08/2021;-0.725
I01415Y Index;04/08/2021;0.176
I01403Y Index;04/08/2021;-0.718
I01420Y Index;04/08/2021;0.405
I01404Y Index;04/08/2021;-0.67
I01430Y Index;04/08/2021;0.661
I01405Y Index;04/08/2021;-0.594
I01406Y Index;04/08/2021;-0.56
I01407Y Index;05/08/2021;-0.471
I01403M Index;05/08/2021;-0.661
I01408Y Index;05/08/2021;-0.377
I01406M Index;05/08/2021;-0.678
I01409Y Index;05/08/2021;-0.283
I01401Y Index;05/08/2021;-0.663
I01410Y Index;05/08/2021;-0.191
I01402Y Index;05/08/2021;-0.723
I01415Y Index;05/08/2021;0.16
I01403Y Index;05/08/2021;-0.717
I01420Y Index;05/08/2021;0.392
I01404Y Index;05/08/2021;-0.667
I01430Y Index;05/08/2021;0.646
I01405Y Index;05/08/2021;-0.59
I01406Y Index;05/08/2021;-0.558
I01407Y Index;06/08/2021;-0.427
I01403M Index;06/08/2021;-0.662
I01408Y Index;06/08/2021;-0.33
I01406M Index;06/08/2021;-0.682
I01409Y Index;06/08/2021;-0.236
I01401Y Index;06/08/2021;-0.66
I01410Y Index;06/08/2021;-0.147
I01402Y Index;06/08/2021;-0.703
I01415Y Index;06/08/2021;0.2
I01403Y Index;06/08/2021;-0.689
I01420Y Index;06/08/2021;0.426
I01404Y Index;06/08/2021;-0.635
I01430Y Index;06/08/2021;0.679
I01405Y Index;06/08/2021;-0.557
I01406Y Index;06/08/2021;-0.522
I01407Y Index;09/08/2021;-0.428
I01403M Index;09/08/2021;-0.661
I01408Y Index;09/08/2021;-0.332
I01406M Index;09/08/2021;-0.679
I01409Y Index;09/08/2021;-0.241
I01401Y Index;09/08/2021;-0.66
I01410Y Index;09/08/2021;-0.152
I01402Y Index;09/08/2021;-0.698
I01415Y Index;09/08/2021;0.193
I01403Y Index;09/08/2021;-0.682
I01420Y Index;09/08/2021;0.416
I01404Y Index;09/08/2021;-0.628
I01430Y Index;09/08/2021;0.669
I01405Y Index;09/08/2021;-0.551
I01406Y Index;09/08/2021;-0.519
I01407Y Index;10/08/2021;-0.428
I01403M Index;10/08/2021;-0.653
I01408Y Index;10/08/2021;-0.332
I01406M Index;10/08/2021;-0.686
I01409Y Index;10/08/2021;-0.245
I01401Y Index;10/08/2021;-0.664
I01410Y Index;10/08/2021;-0.155
I01402Y Index;10/08/2021;-0.701
I01415Y Index;10/08/2021;0.185
I01403Y Index;10/08/2021;-0.682
I01420Y Index;10/08/2021;0.405
I01404Y Index;10/08/2021;-0.628
I01430Y Index;10/08/2021;0.655
I01405Y Index;10/08/2021;-0.551
I01406Y Index;10/08/2021;-0.519
I01407Y Index;11/08/2021;-0.427
I01403M Index;11/08/2021;-0.653
I01408Y Index;11/08/2021;-0.329
I01406M Index;11/08/2021;-0.684
I01409Y Index;11/08/2021;-0.238
I01401Y Index;11/08/2021;-0.669
I01410Y Index;11/08/2021;-0.151
I01402Y Index;11/08/2021;-0.709
I01415Y Index;11/08/2021;0.192
I01403Y Index;11/08/2021;-0.684
I01420Y Index;11/08/2021;0.415
I01404Y Index;11/08/2021;-0.63
I01430Y Index;11/08/2021;0.67
I01405Y Index;11/08/2021;-0.552
I01406Y Index;11/08/2021;-0.519
I01407Y Index;12/08/2021;-0.425
I01403M Index;12/08/2021;-0.65
I01408Y Index;12/08/2021;-0.329
I01406M Index;12/08/2021;-0.685
I01409Y Index;12/08/2021;-0.24
I01401Y Index;12/08/2021;-0.669
I01410Y Index;12/08/2021;-0.153
I01402Y Index;12/08/2021;-0.703
I01415Y Index;12/08/2021;0.19
I01403Y Index;12/08/2021;-0.681
I01420Y Index;12/08/2021;0.413
I01404Y Index;12/08/2021;-0.627
I01430Y Index;12/08/2021;0.668
I01405Y Index;12/08/2021;-0.55
I01406Y Index;12/08/2021;-0.517
I01407Y Index;13/08/2021;-0.423
I01403M Index;13/08/2021;-0.65
I01408Y Index;13/08/2021;-0.329
I01406M Index;13/08/2021;-0.683
I01409Y Index;13/08/2021;-0.241
I01401Y Index;13/08/2021;-0.666
I01410Y Index;13/08/2021;-0.154
I01402Y Index;13/08/2021;-0.696
I01415Y Index;13/08/2021;0.185
I01403Y Index;13/08/2021;-0.675
I01420Y Index;13/08/2021;0.41
I01404Y Index;13/08/2021;-0.624
I01430Y Index;13/08/2021;0.664
I01405Y Index;13/08/2021;-0.546
I01406Y Index;13/08/2021;-0.514
I01407Y Index;16/08/2021;-0.42
I01403M Index;16/08/2021;-0.653
I01408Y Index;16/08/2021;-0.324
I01406M Index;16/08/2021;-0.686
I01409Y Index;16/08/2021;-0.235
I01401Y Index;16/08/2021;-0.674
I01410Y Index;16/08/2021;-0.146
I01402Y Index;16/08/2021;-0.696
I01415Y Index;16/08/2021;0.192
I01403Y Index;16/08/2021;-0.674
I01420Y Index;16/08/2021;0.416
I01430Y Index;16/08/2021;0.67
I01404Y Index;16/08/2021;-0.62
I01405Y Index;16/08/2021;-0.543
I01406Y Index;16/08/2021;-0.512
I01407Y Index;17/08/2021;-0.419
I01403M Index;17/08/2021;-0.656
I01408Y Index;17/08/2021;-0.323
I01406M Index;17/08/2021;-0.68
I01409Y Index;17/08/2021;-0.235
I01401Y Index;17/08/2021;-0.659
I01402Y Index;17/08/2021;-0.697
I01410Y Index;17/08/2021;-0.147
I01415Y Index;17/08/2021;0.193
I01403Y Index;17/08/2021;-0.674
I01404Y Index;17/08/2021;-0.621
I01420Y Index;17/08/2021;0.416
I01405Y Index;17/08/2021;-0.546
I01430Y Index;17/08/2021;0.672
I01406Y Index;17/08/2021;-0.513
I01403M Index;18/08/2021;-0.658
I01407Y Index;18/08/2021;-0.431
I01406M Index;18/08/2021;-0.682
I01408Y Index;18/08/2021;-0.336
I01401Y Index;18/08/2021;-0.663
I01409Y Index;18/08/2021;-0.247
I01402Y Index;18/08/2021;-0.707
I01410Y Index;18/08/2021;-0.158
I01415Y Index;18/08/2021;0.182
I01403Y Index;18/08/2021;-0.683
I01420Y Index;18/08/2021;0.406
I01404Y Index;18/08/2021;-0.63
I01430Y Index;18/08/2021;0.661
I01405Y Index;18/08/2021;-0.555
I01406Y Index;18/08/2021;-0.523
I01403M Index;19/08/2021;-0.657
I01407Y Index;19/08/2021;-0.439
I01406M Index;19/08/2021;-0.683
I01408Y Index;19/08/2021;-0.345
I01401Y Index;19/08/2021;-0.663
I01409Y Index;19/08/2021;-0.257
I01402Y Index;19/08/2021;-0.71
I01410Y Index;19/08/2021;-0.168
I01403Y Index;19/08/2021;-0.686
I01415Y Index;19/08/2021;0.168
I01404Y Index;19/08/2021;-0.633
I01420Y Index;19/08/2021;0.389
I01405Y Index;19/08/2021;-0.559
I01430Y Index;19/08/2021;0.644
I01406Y Index;19/08/2021;-0.529
I01407Y Index;20/08/2021;-0.445
I01403M Index;20/08/2021;-0.666
I01408Y Index;20/08/2021;-0.351
I01406M Index;20/08/2021;-0.689
I01409Y Index;20/08/2021;-0.263
I01401Y Index;20/08/2021;-0.666
I01410Y Index;20/08/2021;-0.173
I01402Y Index;20/08/2021;-0.716
I01415Y Index;20/08/2021;0.163
I01403Y Index;20/08/2021;-0.691
I01420Y Index;20/08/2021;0.382
I01404Y Index;20/08/2021;-0.639
I01430Y Index;20/08/2021;0.639
I01405Y Index;20/08/2021;-0.566
I01406Y Index;20/08/2021;-0.535
I01403M Index;23/08/2021;-0.666
I01406M Index;23/08/2021;-0.692
I01407Y Index;23/08/2021;-0.432
I01408Y Index;23/08/2021;-0.337
I01401Y Index;23/08/2021;-0.677
I01409Y Index;23/08/2021;-0.247
I01402Y Index;23/08/2021;-0.714
I01410Y Index;23/08/2021;-0.156
I01403Y Index;23/08/2021;-0.686
I01415Y Index;23/08/2021;0.179
I01404Y Index;23/08/2021;-0.63
I01420Y Index;23/08/2021;0.4
I01405Y Index;23/08/2021;-0.556
I01430Y Index;23/08/2021;0.656
I01406Y Index;23/08/2021;-0.525
I01403M Index;24/08/2021;-0.655
I01406M Index;24/08/2021;-0.696
I01407Y Index;24/08/2021;-0.429
I01408Y Index;24/08/2021;-0.335
I01401Y Index;24/08/2021;-0.678
I01409Y Index;24/08/2021;-0.245
I01402Y Index;24/08/2021;-0.711
I01410Y Index;24/08/2021;-0.153
I01403Y Index;24/08/2021;-0.683
I01415Y Index;24/08/2021;0.184
I01404Y Index;24/08/2021;-0.627
I01420Y Index;24/08/2021;0.403
I01405Y Index;24/08/2021;-0.552
I01430Y Index;24/08/2021;0.658
I01406Y Index;24/08/2021;-0.52
I01403M Index;25/08/2021;-0.653
I01406M Index;25/08/2021;-0.696
I01407Y Index;25/08/2021;-0.38
I01408Y Index;25/08/2021;-0.277
I01401Y Index;25/08/2021;-0.674
I01409Y Index;25/08/2021;-0.184
I01402Y Index;25/08/2021;-0.698
I01410Y Index;25/08/2021;-0.091
I01403Y Index;25/08/2021;-0.66
I01415Y Index;25/08/2021;0.261
I01404Y Index;25/08/2021;-0.595
I01420Y Index;25/08/2021;0.482
I01405Y Index;25/08/2021;-0.513
I01430Y Index;25/08/2021;0.738
I01406Y Index;25/08/2021;-0.476
I01403M Index;26/08/2021;-0.657
I01407Y Index;26/08/2021;-0.371
I01406M Index;26/08/2021;-0.695
I01408Y Index;26/08/2021;-0.268
I01401Y Index;26/08/2021;-0.669
I01409Y Index;26/08/2021;-0.171
I01402Y Index;26/08/2021;-0.693
I01410Y Index;26/08/2021;-0.078
I01403Y Index;26/08/2021;-0.653
I01404Y Index;26/08/2021;-0.586
I01405Y Index;26/08/2021;-0.502
I01415Y Index;26/08/2021;0.278
I01406Y Index;26/08/2021;-0.467
I01420Y Index;26/08/2021;0.497
I01430Y Index;26/08/2021;0.752
I01407Y Index;27/08/2021;-0.38
I01403M Index;27/08/2021;-0.658
I01408Y Index;27/08/2021;-0.28
I01406M Index;27/08/2021;-0.689
I01401Y Index;27/08/2021;-0.667
I01409Y Index;27/08/2021;-0.185
I01402Y Index;27/08/2021;-0.692
I01410Y Index;27/08/2021;-0.092
I01403Y Index;27/08/2021;-0.653
I01415Y Index;27/08/2021;0.264
I01404Y Index;27/08/2021;-0.591
I01420Y Index;27/08/2021;0.487
I01430Y Index;27/08/2021;0.746
I01405Y Index;27/08/2021;-0.511
I01406Y Index;27/08/2021;-0.475
I01407Y Index;30/08/2021;-0.396
I01403M Index;30/08/2021;-0.659
I01408Y Index;30/08/2021;-0.297
I01406M Index;30/08/2021;-0.691
I01409Y Index;30/08/2021;-0.203
I01401Y Index;30/08/2021;-0.673
I01410Y Index;30/08/2021;-0.108
I01402Y Index;30/08/2021;-0.693
I01415Y Index;30/08/2021;0.245
I01403Y Index;30/08/2021;-0.658
I01420Y Index;30/08/2021;0.468
I01404Y Index;30/08/2021;-0.597
I01430Y Index;30/08/2021;0.726
I01405Y Index;30/08/2021;-0.521
I01406Y Index;30/08/2021;-0.489
I01407Y Index;31/08/2021;-0.345
I01403M Index;31/08/2021;-0.657
I01408Y Index;31/08/2021;-0.243
I01406M Index;31/08/2021;-0.69
I01401Y Index;31/08/2021;-0.672
I01409Y Index;31/08/2021;-0.148
I01402Y Index;31/08/2021;-0.672
I01410Y Index;31/08/2021;-0.052
I01403Y Index;31/08/2021;-0.63
I01415Y Index;31/08/2021;0.299
I01404Y Index;31/08/2021;-0.562
I01420Y Index;31/08/2021;0.525
I01430Y Index;31/08/2021;0.784
I01405Y Index;31/08/2021;-0.481
I01406Y Index;31/08/2021;-0.442
I01407Y Index;01/09/2021;-0.347
I01403M Index;01/09/2021;-0.658
I01408Y Index;01/09/2021;-0.242
I01406M Index;01/09/2021;-0.682
I01401Y Index;01/09/2021;-0.673
I01409Y Index;01/09/2021;-0.145
I01402Y Index;01/09/2021;-0.675
I01410Y Index;01/09/2021;-0.051
I01403Y Index;01/09/2021;-0.636
I01415Y Index;01/09/2021;0.308
I01420Y Index;01/09/2021;0.534
I01404Y Index;01/09/2021;-0.567
I01430Y Index;01/09/2021;0.799
I01405Y Index;01/09/2021;-0.485
I01406Y Index;01/09/2021;-0.446
I01407Y Index;02/09/2021;-0.364
I01403M Index;02/09/2021;-0.658
I01408Y Index;02/09/2021;-0.258
I01406M Index;02/09/2021;-0.679
I01401Y Index;02/09/2021;-0.674
I01409Y Index;02/09/2021;-0.164
I01402Y Index;02/09/2021;-0.683
I01410Y Index;02/09/2021;-0.067
I01403Y Index;02/09/2021;-0.647
I01415Y Index;02/09/2021;0.298
I01420Y Index;02/09/2021;0.528
I01404Y Index;02/09/2021;-0.581
I01430Y Index;02/09/2021;0.795
I01405Y Index;02/09/2021;-0.499
I01406Y Index;02/09/2021;-0.46
I01407Y Index;03/09/2021;-0.343
I01403M Index;03/09/2021;-0.661
I01408Y Index;03/09/2021;-0.237
I01406M Index;03/09/2021;-0.678
I01401Y Index;03/09/2021;-0.664
I01409Y Index;03/09/2021;-0.14
I01402Y Index;03/09/2021;-0.674
I01410Y Index;03/09/2021;-0.041
I01403Y Index;03/09/2021;-0.635
I01415Y Index;03/09/2021;0.316
I01420Y Index;03/09/2021;0.544
I01404Y Index;03/09/2021;-0.566
I01430Y Index;03/09/2021;0.813
I01405Y Index;03/09/2021;-0.482
I01406Y Index;03/09/2021;-0.445
I01407Y Index;06/09/2021;-0.349
I01403M Index;06/09/2021;-0.663
I01408Y Index;06/09/2021;-0.245
I01406M Index;06/09/2021;-0.679
I01401Y Index;06/09/2021;-0.665
I01409Y Index;06/09/2021;-0.148
I01402Y Index;06/09/2021;-0.675
I01410Y Index;06/09/2021;-0.048
I01403Y Index;06/09/2021;-0.636
I01415Y Index;06/09/2021;0.304
I01404Y Index;06/09/2021;-0.565
I01420Y Index;06/09/2021;0.53
I01405Y Index;06/09/2021;-0.485
I01430Y Index;06/09/2021;0.802
I01406Y Index;06/09/2021;-0.449
I01403M Index;07/09/2021;-0.659
I01407Y Index;07/09/2021;-0.301
I01408Y Index;07/09/2021;-0.195
I01406M Index;07/09/2021;-0.678
I01409Y Index;07/09/2021;-0.094
I01401Y Index;07/09/2021;-0.659
I01410Y Index;07/09/2021;0.004
I01402Y Index;07/09/2021;-0.653
I01415Y Index;07/09/2021;0.349
I01403Y Index;07/09/2021;-0.605
I01420Y Index;07/09/2021;0.572
I01404Y Index;07/09/2021;-0.527
I01430Y Index;07/09/2021;0.842
I01405Y Index;07/09/2021;-0.442
I01406Y Index;07/09/2021;-0.402
I01403M Index;08/09/2021;-0.662
I01406M Index;08/09/2021;-0.68
I01401Y Index;08/09/2021;-0.661
I01402Y Index;08/09/2021;-0.651
I01403Y Index;08/09/2021;-0.607
I01404Y Index;08/09/2021;-0.531
I01405Y Index;08/09/2021;-0.446
I01406Y Index;08/09/2021;-0.407
I01407Y Index;08/09/2021;-0.306
I01408Y Index;08/09/2021;-0.2
I01409Y Index;08/09/2021;-0.101
I01410Y Index;08/09/2021;-0.004
I01415Y Index;08/09/2021;0.338
I01420Y Index;08/09/2021;0.564
I01430Y Index;08/09/2021;0.833
I01403M Index;09/09/2021;-0.663
I01406M Index;09/09/2021;-0.682
I01401Y Index;09/09/2021;-0.667
I01402Y Index;09/09/2021;-0.668
I01403Y Index;09/09/2021;-0.63
I01404Y Index;09/09/2021;-0.56
I01405Y Index;09/09/2021;-0.481
I01406Y Index;09/09/2021;-0.446
I01407Y Index;09/09/2021;-0.35
I01408Y Index;09/09/2021;-0.244
I01409Y Index;09/09/2021;-0.15
I01410Y Index;09/09/2021;-0.056
I01415Y Index;09/09/2021;0.291
I01420Y Index;09/09/2021;0.51
I01430Y Index;09/09/2021;0.782
I01403M Index;10/09/2021;-0.657
I01407Y Index;10/09/2021;-0.326
I01406M Index;10/09/2021;-0.68
I01408Y Index;10/09/2021;-0.217
I01401Y Index;10/09/2021;-0.664
I01409Y Index;10/09/2021;-0.13
I01410Y Index;10/09/2021;-0.026
I01402Y Index;10/09/2021;-0.66
I01415Y Index;10/09/2021;0.324
I01403Y Index;10/09/2021;-0.617
I01420Y Index;10/09/2021;0.543
I01404Y Index;10/09/2021;-0.542
I01430Y Index;10/09/2021;0.812
I01405Y Index;10/09/2021;-0.46
I01406Y Index;10/09/2021;-0.424
I01403M Index;13/09/2021;-0.661
I01407Y Index;13/09/2021;-0.323
I01406M Index;13/09/2021;-0.682
I01408Y Index;13/09/2021;-0.215
I01401Y Index;13/09/2021;-0.671
I01409Y Index;13/09/2021;-0.114
I01410Y Index;13/09/2021;-0.019
I01402Y Index;13/09/2021;-0.662
I01403Y Index;13/09/2021;-0.619
I01415Y Index;13/09/2021;0.329
I01420Y Index;13/09/2021;0.549
I01404Y Index;13/09/2021;-0.543
I01430Y Index;13/09/2021;0.821
I01405Y Index;13/09/2021;-0.458
I01406Y Index;13/09/2021;-0.422
I01407Y Index;14/09/2021;-0.332
I01403M Index;14/09/2021;-0.663
I01408Y Index;14/09/2021;-0.226
I01406M Index;14/09/2021;-0.69
I01409Y Index;14/09/2021;-0.127
I01401Y Index;14/09/2021;-0.663
I01410Y Index;14/09/2021;-0.034
I01415Y Index;14/09/2021;0.313
I01402Y Index;14/09/2021;-0.665
I01420Y Index;14/09/2021;0.532
I01403Y Index;14/09/2021;-0.622
I01430Y Index;14/09/2021;0.803
I01404Y Index;14/09/2021;-0.548
I01405Y Index;14/09/2021;-0.465
I01406Y Index;14/09/2021;-0.431
I01407Y Index;15/09/2021;-0.304
I01408Y Index;15/09/2021;-0.198
I01409Y Index;15/09/2021;-0.099
I01410Y Index;15/09/2021;-0.002
I01415Y Index;15/09/2021;0.351
I01420Y Index;15/09/2021;0.57
I01430Y Index;15/09/2021;0.842
I01403M Index;15/09/2021;-0.667
I01406M Index;15/09/2021;-0.698
I01401Y Index;15/09/2021;-0.662
I01402Y Index;15/09/2021;-0.657
I01403Y Index;15/09/2021;-0.61
I01404Y Index;15/09/2021;-0.532
I01405Y Index;15/09/2021;-0.447
I01406Y Index;15/09/2021;-0.41
I01407Y Index;16/09/2021;-0.302
I01403M Index;16/09/2021;-0.666
I01406M Index;16/09/2021;-0.693
I01408Y Index;16/09/2021;-0.192
I01401Y Index;16/09/2021;-0.662
I01409Y Index;16/09/2021;-0.088
I01402Y Index;16/09/2021;-0.663
I01410Y Index;16/09/2021;0.007
I01403Y Index;16/09/2021;-0.615
I01415Y Index;16/09/2021;0.356
I01404Y Index;16/09/2021;-0.535
I01420Y Index;16/09/2021;0.572
I01405Y Index;16/09/2021;-0.449
I01430Y Index;16/09/2021;0.845
I01406Y Index;16/09/2021;-0.409
I01403M Index;17/09/2021;-0.664
I01407Y Index;17/09/2021;-0.284
I01406M Index;17/09/2021;-0.681
I01408Y Index;17/09/2021;-0.173
I01401Y Index;17/09/2021;-0.66
I01409Y Index;17/09/2021;-0.067
I01402Y Index;17/09/2021;-0.66
I01410Y Index;17/09/2021;0.03
I01403Y Index;17/09/2021;-0.609
I01415Y Index;17/09/2021;0.378
I01404Y Index;17/09/2021;-0.526
I01420Y Index;17/09/2021;0.594
I01405Y Index;17/09/2021;-0.438
I01430Y Index;17/09/2021;0.865
I01406Y Index;17/09/2021;-0.394
I01403M Index;20/09/2021;-0.661
I01407Y Index;20/09/2021;-0.307
I01406M Index;20/09/2021;-0.678
I01408Y Index;20/09/2021;-0.197
I01401Y Index;20/09/2021;-0.667
I01409Y Index;20/09/2021;-0.093
I01410Y Index;20/09/2021;0.005
I01402Y Index;20/09/2021;-0.675
I01415Y Index;20/09/2021;0.353
I01403Y Index;20/09/2021;-0.625
I01404Y Index;20/09/2021;-0.543
I01420Y Index;20/09/2021;0.569
I01405Y Index;20/09/2021;-0.457
I01430Y Index;20/09/2021;0.837
I01406Y Index;20/09/2021;-0.416
I01407Y Index;21/09/2021;-0.318
I01403M Index;21/09/2021;-0.663
I01408Y Index;21/09/2021;-0.208
I01406M Index;21/09/2021;-0.681
I01409Y Index;21/09/2021;-0.107
I01401Y Index;21/09/2021;-0.665
I01410Y Index;21/09/2021;-0.01
I01402Y Index;21/09/2021;-0.672
I01415Y Index;21/09/2021;0.34
I01403Y Index;21/09/2021;-0.624
I01420Y Index;21/09/2021;0.567
I01404Y Index;21/09/2021;-0.545
I01430Y Index;21/09/2021;0.835
I01405Y Index;21/09/2021;-0.462
I01406Y Index;21/09/2021;-0.429
I01403M Index;22/09/2021;-0.664
I01407Y Index;22/09/2021;-0.312
I01406M Index;22/09/2021;-0.681
I01408Y Index;22/09/2021;-0.208
I01401Y Index;22/09/2021;-0.668
I01409Y Index;22/09/2021;-0.107
I01410Y Index;22/09/2021;-0.008
I01402Y Index;22/09/2021;-0.671
I01415Y Index;22/09/2021;0.34
I01403Y Index;22/09/2021;-0.624
I01420Y Index;22/09/2021;0.557
I01404Y Index;22/09/2021;-0.543
I01430Y Index;22/09/2021;0.825
I01405Y Index;22/09/2021;-0.457
I01406Y Index;22/09/2021;-0.419
I01403M Index;23/09/2021;-0.664
I01407Y Index;23/09/2021;-0.252
I01406M Index;23/09/2021;-0.681
I01408Y Index;23/09/2021;-0.146
I01401Y Index;23/09/2021;-0.664
I01409Y Index;23/09/2021;-0.043
I01410Y Index;23/09/2021;0.057
I01402Y Index;23/09/2021;-0.651
I01415Y Index;23/09/2021;0.403
I01403Y Index;23/09/2021;-0.592
I01420Y Index;23/09/2021;0.617
I01404Y Index;23/09/2021;-0.501
I01430Y Index;23/09/2021;0.881
I01405Y Index;23/09/2021;-0.408
I01406Y Index;23/09/2021;-0.364
I01407Y Index;24/09/2021;-0.224
I01403M Index;24/09/2021;-0.664
I01408Y Index;24/09/2021;-0.112
I01406M Index;24/09/2021;-0.679
I01409Y Index;24/09/2021;-0.006
I01401Y Index;24/09/2021;-0.666
I01410Y Index;24/09/2021;0.094
I01402Y Index;24/09/2021;-0.653
I01403Y Index;24/09/2021;-0.585
I01415Y Index;24/09/2021;0.439
I01404Y Index;24/09/2021;-0.488
I01420Y Index;24/09/2021;0.657
I01405Y Index;24/09/2021;-0.389
I01430Y Index;24/09/2021;0.922
I01406Y Index;24/09/2021;-0.34
I01407Y Index;27/09/2021;-0.214
I01403M Index;27/09/2021;-0.666
I01406M Index;27/09/2021;-0.681
I01408Y Index;27/09/2021;-0.102
I01409Y Index;27/09/2021;0.004
I01401Y Index;27/09/2021;-0.666
I01410Y Index;27/09/2021;0.103
I01402Y Index;27/09/2021;-0.646
I01403Y Index;27/09/2021;-0.578
I01415Y Index;27/09/2021;0.443
I01420Y Index;27/09/2021;0.657
I01404Y Index;27/09/2021;-0.477
I01405Y Index;27/09/2021;-0.378
I01430Y Index;27/09/2021;0.918
I01406Y Index;27/09/2021;-0.331
I01407Y Index;28/09/2021;-0.188
I01403M Index;28/09/2021;-0.757
I01408Y Index;28/09/2021;-0.071
I01406M Index;28/09/2021;-0.685
I01401Y Index;28/09/2021;-0.666
I01409Y Index;28/09/2021;0.036
I01402Y Index;28/09/2021;-0.646
I01410Y Index;28/09/2021;0.134
I01403Y Index;28/09/2021;-0.572
I01415Y Index;28/09/2021;0.464
I01404Y Index;28/09/2021;-0.465
I01420Y Index;28/09/2021;0.674
I01405Y Index;28/09/2021;-0.359
I01406Y Index;28/09/2021;-0.31
I01430Y Index;28/09/2021;0.933
I01403M Index;29/09/2021;-0.758
I01407Y Index;29/09/2021;-0.199
I01408Y Index;29/09/2021;-0.081
I01409Y Index;29/09/2021;0.024
I01406M Index;29/09/2021;-0.687
I01410Y Index;29/09/2021;0.116
I01401Y Index;29/09/2021;-0.665
I01415Y Index;29/09/2021;0.458
I01402Y Index;29/09/2021;-0.646
I01403Y Index;29/09/2021;-0.578
I01420Y Index;29/09/2021;0.666
I01430Y Index;29/09/2021;0.926
I01404Y Index;29/09/2021;-0.475
I01405Y Index;29/09/2021;-0.372
I01406Y Index;29/09/2021;-0.323
I01407Y Index;30/09/2021;-0.19
I01403M Index;30/09/2021;-0.774
I01408Y Index;30/09/2021;-0.071
I01406M Index;30/09/2021;-0.686
I01409Y Index;30/09/2021;0.039
I01401Y Index;30/09/2021;-0.667
I01410Y Index;30/09/2021;0.138
I01402Y Index;30/09/2021;-0.644
I01415Y Index;30/09/2021;0.48
I01420Y Index;30/09/2021;0.691
I01403Y Index;30/09/2021;-0.579
I01430Y Index;30/09/2021;0.953
I01404Y Index;30/09/2021;-0.475
I01405Y Index;30/09/2021;-0.369
I01406Y Index;30/09/2021;-0.318
I01403M Index;01/10/2021;-0.763
I01407Y Index;01/10/2021;-0.218
I01408Y Index;01/10/2021;-0.101
I01406M Index;01/10/2021;-0.688
I01409Y Index;01/10/2021;0.003
I01401Y Index;01/10/2021;-0.665
I01410Y Index;01/10/2021;0.112
I01402Y Index;01/10/2021;-0.657
I01403Y Index;01/10/2021;-0.596
I01415Y Index;01/10/2021;0.45
I01404Y Index;01/10/2021;-0.496
I01420Y Index;01/10/2021;0.665
I01430Y Index;01/10/2021;0.928
I01405Y Index;01/10/2021;-0.392
I01406Y Index;01/10/2021;-0.343
I01407Y Index;04/10/2021;-0.209
I01403M Index;04/10/2021;-0.755
I01408Y Index;04/10/2021;-0.091
I01406M Index;04/10/2021;-0.681
I01409Y Index;04/10/2021;0.02
I01401Y Index;04/10/2021;-0.666
I01410Y Index;04/10/2021;0.118
I01402Y Index;04/10/2021;-0.658
I01415Y Index;04/10/2021;0.466
I01403Y Index;04/10/2021;-0.598
I01420Y Index;04/10/2021;0.679
I01404Y Index;04/10/2021;-0.494
I01430Y Index;04/10/2021;0.949
I01405Y Index;04/10/2021;-0.387
I01406Y Index;04/10/2021;-0.335
I01407Y Index;05/10/2021;-0.188
I01403M Index;05/10/2021;-0.754
I01406M Index;05/10/2021;-0.682
I01408Y Index;05/10/2021;-0.067
I01409Y Index;05/10/2021;0.045
I01401Y Index;05/10/2021;-0.667
I01410Y Index;05/10/2021;0.146
I01402Y Index;05/10/2021;-0.648
I01415Y Index;05/10/2021;0.489
I01420Y Index;05/10/2021;0.702
I01403Y Index;05/10/2021;-0.586
I01430Y Index;05/10/2021;0.97
I01404Y Index;05/10/2021;-0.479
I01405Y Index;05/10/2021;-0.371
I01406Y Index;05/10/2021;-0.314
I01403M Index;06/10/2021;-0.752
I01407Y Index;06/10/2021;-0.183
I01406M Index;06/10/2021;-0.684
