Index;date;Taux
I01430Y Index;11/06/2020;0.72
I01406Y Index;11/06/2020;-0.336
I01403M Index;12/06/2020;-0.517
I01407Y Index;12/06/2020;-0.309
I01408Y Index;12/06/2020;-0.23
I01406M Index;12/06/2020;-0.517
I01409Y Index;12/06/2020;-0.146
I01401Y Index;12/06/2020;-0.504
I01402Y Index;12/06/2020;-0.57
I01410Y Index;12/06/2020;-0.071
I01403Y Index;12/06/2020;-0.562
I01415Y Index;12/06/2020;0.251
I01420Y Index;12/06/2020;0.466
I01404Y Index;12/06/2020;-0.527
I01405Y Index;12/06/2020;-0.456
I01430Y Index;12/06/2020;0.702
I01406Y Index;12/06/2020;-0.374
I01403M Index;15/06/2020;-0.516
I01407Y Index;15/06/2020;-0.309
I01408Y Index;15/06/2020;-0.231
I01406M Index;15/06/2020;-0.512
I01409Y Index;15/06/2020;-0.148
I01401Y Index;15/06/2020;-0.508
I01402Y Index;15/06/2020;-0.564
I01410Y Index;15/06/2020;-0.073
I01403Y Index;15/06/2020;-0.555
I01415Y Index;15/06/2020;0.255
I01420Y Index;15/06/2020;0.473
I01404Y Index;15/06/2020;-0.522
I01405Y Index;15/06/2020;-0.453
I01430Y Index;15/06/2020;0.714
I01406Y Index;15/06/2020;-0.371
I01403M Index;16/06/2020;-0.521
I01407Y Index;16/06/2020;-0.32
I01408Y Index;16/06/2020;-0.242
I01406M Index;16/06/2020;-0.515
I01409Y Index;16/06/2020;-0.159
I01401Y Index;16/06/2020;-0.519
I01402Y Index;16/06/2020;-0.57
I01410Y Index;16/06/2020;-0.084
I01403Y Index;16/06/2020;-0.563
I01415Y Index;16/06/2020;0.241
I01420Y Index;16/06/2020;0.456
I01404Y Index;16/06/2020;-0.527
I01405Y Index;16/06/2020;-0.457
I01430Y Index;16/06/2020;0.699
I01406Y Index;16/06/2020;-0.381
I01403M Index;17/06/2020;-0.531
I01407Y Index;17/06/2020;-0.319
I01408Y Index;17/06/2020;-0.237
I01406M Index;17/06/2020;-0.52
I01409Y Index;17/06/2020;-0.154
I01401Y Index;17/06/2020;-0.532
I01402Y Index;17/06/2020;-0.577
I01410Y Index;17/06/2020;-0.082
I01403Y Index;17/06/2020;-0.568
I01415Y Index;17/06/2020;0.243
I01420Y Index;17/06/2020;0.457
I01404Y Index;17/06/2020;-0.533
I01405Y Index;17/06/2020;-0.461
I01430Y Index;17/06/2020;0.7
I01406Y Index;17/06/2020;-0.384
I01403M Index;18/06/2020;-0.549
I01407Y Index;18/06/2020;-0.327
I01408Y Index;18/06/2020;-0.252
I01406M Index;18/06/2020;-0.532
I01409Y Index;18/06/2020;-0.173
I01401Y Index;18/06/2020;-0.531
I01402Y Index;18/06/2020;-0.565
I01410Y Index;18/06/2020;-0.102
I01403Y Index;18/06/2020;-0.559
I01415Y Index;18/06/2020;0.198
I01420Y Index;18/06/2020;0.408
I01404Y Index;18/06/2020;-0.528
I01405Y Index;18/06/2020;-0.461
I01430Y Index;18/06/2020;0.647
I01406Y Index;18/06/2020;-0.386
I01403M Index;19/06/2020;-0.557
I01407Y Index;19/06/2020;-0.342
I01408Y Index;19/06/2020;-0.267
I01406M Index;19/06/2020;-0.54
I01409Y Index;19/06/2020;-0.189
I01401Y Index;19/06/2020;-0.546
I01402Y Index;19/06/2020;-0.582
I01410Y Index;19/06/2020;-0.12
I01403Y Index;19/06/2020;-0.568
I01415Y Index;19/06/2020;0.176
I01420Y Index;19/06/2020;0.389
I01404Y Index;19/06/2020;-0.532
I01405Y Index;19/06/2020;-0.468
I01430Y Index;19/06/2020;0.629
I01406Y Index;19/06/2020;-0.4
I01403M Index;22/06/2020;-0.553
I01407Y Index;22/06/2020;-0.37
I01408Y Index;22/06/2020;-0.293
I01406M Index;22/06/2020;-0.547
I01409Y Index;22/06/2020;-0.216
I01401Y Index;22/06/2020;-0.559
I01402Y Index;22/06/2020;-0.614
I01410Y Index;22/06/2020;-0.147
I01403Y Index;22/06/2020;-0.603
I01415Y Index;22/06/2020;0.154
I01420Y Index;22/06/2020;0.369
I01404Y Index;22/06/2020;-0.564
I01405Y Index;22/06/2020;-0.504
I01430Y Index;22/06/2020;0.613
I01406Y Index;22/06/2020;-0.432
I01403M Index;23/06/2020;-0.547
I01407Y Index;23/06/2020;-0.341
I01408Y Index;23/06/2020;-0.267
I01406M Index;23/06/2020;-0.543
I01409Y Index;23/06/2020;-0.189
I01401Y Index;23/06/2020;-0.536
I01402Y Index;23/06/2020;-0.584
I01410Y Index;23/06/2020;-0.115
I01403Y Index;23/06/2020;-0.571
I01415Y Index;23/06/2020;0.197
I01420Y Index;23/06/2020;0.417
I01404Y Index;23/06/2020;-0.532
I01405Y Index;23/06/2020;-0.473
I01430Y Index;23/06/2020;0.665
I01406Y Index;23/06/2020;-0.4
I01403M Index;24/06/2020;-0.541
I01407Y Index;24/06/2020;-0.362
I01408Y Index;24/06/2020;-0.285
I01406M Index;24/06/2020;-0.544
I01409Y Index;24/06/2020;-0.208
I01401Y Index;24/06/2020;-0.539
I01402Y Index;24/06/2020;-0.596
I01410Y Index;24/06/2020;-0.136
I01403Y Index;24/06/2020;-0.586
I01415Y Index;24/06/2020;0.164
I01420Y Index;24/06/2020;0.382
I01404Y Index;24/06/2020;-0.55
I01405Y Index;24/06/2020;-0.489
I01430Y Index;24/06/2020;0.629
I01406Y Index;24/06/2020;-0.42
I01403M Index;25/06/2020;-0.54
I01407Y Index;25/06/2020;-0.382
I01408Y Index;25/06/2020;-0.304
I01406M Index;25/06/2020;-0.542
I01409Y Index;25/06/2020;-0.227
I01401Y Index;25/06/2020;-0.538
I01402Y Index;25/06/2020;-0.612
I01410Y Index;25/06/2020;-0.155
I01403Y Index;25/06/2020;-0.604
I01415Y Index;25/06/2020;0.137
I01420Y Index;25/06/2020;0.351
I01404Y Index;25/06/2020;-0.565
I01405Y Index;25/06/2020;-0.504
I01430Y Index;25/06/2020;0.592
I01406Y Index;25/06/2020;-0.44
I01403M Index;26/06/2020;-0.536
I01407Y Index;26/06/2020;-0.389
I01408Y Index;26/06/2020;-0.311
I01406M Index;26/06/2020;-0.547
I01409Y Index;26/06/2020;-0.233
I01401Y Index;26/06/2020;-0.544
I01402Y Index;26/06/2020;-0.617
I01410Y Index;26/06/2020;-0.157
I01403Y Index;26/06/2020;-0.606
I01415Y Index;26/06/2020;0.14
I01420Y Index;26/06/2020;0.356
I01404Y Index;26/06/2020;-0.57
I01405Y Index;26/06/2020;-0.511
I01430Y Index;26/06/2020;0.599
I01406Y Index;26/06/2020;-0.447
I01403M Index;29/06/2020;-0.534
I01407Y Index;29/06/2020;-0.387
I01408Y Index;29/06/2020;-0.308
I01406M Index;29/06/2020;-0.539
I01409Y Index;29/06/2020;-0.23
I01401Y Index;29/06/2020;-0.542
I01402Y Index;29/06/2020;-0.616
I01410Y Index;29/06/2020;-0.154
I01403Y Index;29/06/2020;-0.607
I01415Y Index;29/06/2020;0.148
I01420Y Index;29/06/2020;0.364
I01404Y Index;29/06/2020;-0.57
I01405Y Index;29/06/2020;-0.514
I01430Y Index;29/06/2020;0.608
I01406Y Index;29/06/2020;-0.448
I01403M Index;30/06/2020;-0.534
I01407Y Index;30/06/2020;-0.375
I01408Y Index;30/06/2020;-0.296
I01406M Index;30/06/2020;-0.54
I01409Y Index;30/06/2020;-0.217
I01401Y Index;30/06/2020;-0.544
I01402Y Index;30/06/2020;-0.62
I01410Y Index;30/06/2020;-0.148
I01403Y Index;30/06/2020;-0.61
I01415Y Index;30/06/2020;0.165
I01420Y Index;30/06/2020;0.384
I01404Y Index;30/06/2020;-0.565
I01405Y Index;30/06/2020;-0.5
I01430Y Index;30/06/2020;0.633
I01406Y Index;30/06/2020;-0.434
I01403M Index;01/07/2020;-0.536
I01407Y Index;01/07/2020;-0.321
I01408Y Index;01/07/2020;-0.241
I01406M Index;01/07/2020;-0.544
I01409Y Index;01/07/2020;-0.162
I01401Y Index;01/07/2020;-0.548
I01402Y Index;01/07/2020;-0.601
I01410Y Index;01/07/2020;-0.089
I01403Y Index;01/07/2020;-0.579
I01415Y Index;01/07/2020;0.222
I01420Y Index;01/07/2020;0.441
I01404Y Index;01/07/2020;-0.523
I01405Y Index;01/07/2020;-0.449
I01430Y Index;01/07/2020;0.687
I01406Y Index;01/07/2020;-0.382
I01403M Index;02/07/2020;-0.552
I01407Y Index;02/07/2020;-0.37
I01408Y Index;02/07/2020;-0.292
I01406M Index;02/07/2020;-0.549
I01409Y Index;02/07/2020;-0.212
I01401Y Index;02/07/2020;-0.555
I01402Y Index;02/07/2020;-0.627
I01410Y Index;02/07/2020;-0.14
I01403Y Index;02/07/2020;-0.611
I01415Y Index;02/07/2020;0.172
I01420Y Index;02/07/2020;0.387
I01404Y Index;02/07/2020;-0.56
I01405Y Index;02/07/2020;-0.491
I01430Y Index;02/07/2020;0.634
I01406Y Index;02/07/2020;-0.427
I01403M Index;03/07/2020;-0.55
I01407Y Index;03/07/2020;-0.368
I01408Y Index;03/07/2020;-0.291
I01406M Index;03/07/2020;-0.55
I01409Y Index;03/07/2020;-0.213
I01401Y Index;03/07/2020;-0.554
I01402Y Index;03/07/2020;-0.622
I01410Y Index;03/07/2020;-0.139
I01403Y Index;03/07/2020;-0.604
I01415Y Index;03/07/2020;0.174
I01420Y Index;03/07/2020;0.391
I01404Y Index;03/07/2020;-0.557
I01405Y Index;03/07/2020;-0.49
I01430Y Index;03/07/2020;0.639
I01406Y Index;03/07/2020;-0.426
I01403M Index;06/07/2020;-0.551
I01407Y Index;06/07/2020;-0.377
I01408Y Index;06/07/2020;-0.299
I01406M Index;06/07/2020;-0.561
I01409Y Index;06/07/2020;-0.218
I01401Y Index;06/07/2020;-0.561
I01402Y Index;06/07/2020;-0.616
I01410Y Index;06/07/2020;-0.147
I01403Y Index;06/07/2020;-0.6
I01415Y Index;06/07/2020;0.165
I01420Y Index;06/07/2020;0.382
I01404Y Index;06/07/2020;-0.556
I01405Y Index;06/07/2020;-0.491
I01430Y Index;06/07/2020;0.632
I01406Y Index;06/07/2020;-0.43
I01403M Index;07/07/2020;-0.556
I01407Y Index;07/07/2020;-0.373
I01408Y Index;07/07/2020;-0.298
I01406M Index;07/07/2020;-0.565
I01409Y Index;07/07/2020;-0.218
I01401Y Index;07/07/2020;-0.564
I01402Y Index;07/07/2020;-0.607
I01410Y Index;07/07/2020;-0.146
I01403Y Index;07/07/2020;-0.591
I01415Y Index;07/07/2020;0.147
I01420Y Index;07/07/2020;0.356
I01404Y Index;07/07/2020;-0.552
I01405Y Index;07/07/2020;-0.484
I01430Y Index;07/07/2020;0.613
I01406Y Index;07/07/2020;-0.426
I01403M Index;08/07/2020;-0.561
I01407Y Index;08/07/2020;-0.378
I01408Y Index;08/07/2020;-0.303
I01406M Index;08/07/2020;-0.57
I01409Y Index;08/07/2020;-0.227
I01401Y Index;08/07/2020;-0.567
I01402Y Index;08/07/2020;-0.601
I01410Y Index;08/07/2020;-0.154
I01403Y Index;08/07/2020;-0.584
I01415Y Index;08/07/2020;0.131
I01420Y Index;08/07/2020;0.337
I01404Y Index;08/07/2020;-0.547
I01405Y Index;08/07/2020;-0.483
I01430Y Index;08/07/2020;0.602
I01406Y Index;08/07/2020;-0.429
I01403M Index;09/07/2020;-0.569
I01407Y Index;09/07/2020;-0.389
I01408Y Index;09/07/2020;-0.317
I01406M Index;09/07/2020;-0.575
I01409Y Index;09/07/2020;-0.239
I01401Y Index;09/07/2020;-0.575
I01402Y Index;09/07/2020;-0.607
I01410Y Index;09/07/2020;-0.167
I01403Y Index;09/07/2020;-0.593
I01415Y Index;09/07/2020;0.106
I01420Y Index;09/07/2020;0.311
I01404Y Index;09/07/2020;-0.558
I01405Y Index;09/07/2020;-0.497
I01430Y Index;09/07/2020;0.576
I01406Y Index;09/07/2020;-0.442
I01403M Index;10/07/2020;-0.567
I01407Y Index;10/07/2020;-0.391
I01408Y Index;10/07/2020;-0.318
I01406M Index;10/07/2020;-0.574
I01409Y Index;10/07/2020;-0.241
I01401Y Index;10/07/2020;-0.576
I01402Y Index;10/07/2020;-0.608
I01410Y Index;10/07/2020;-0.17
I01403Y Index;10/07/2020;-0.596
I01415Y Index;10/07/2020;0.102
I01420Y Index;10/07/2020;0.298
I01404Y Index;10/07/2020;-0.559
I01405Y Index;10/07/2020;-0.499
I01430Y Index;10/07/2020;0.565
I01406Y Index;10/07/2020;-0.443
I01403M Index;13/07/2020;-0.565
I01407Y Index;13/07/2020;-0.35
I01408Y Index;13/07/2020;-0.277
I01406M Index;13/07/2020;-0.563
I01409Y Index;13/07/2020;-0.199
I01401Y Index;13/07/2020;-0.571
I01402Y Index;13/07/2020;-0.588
I01410Y Index;13/07/2020;-0.128
I01403Y Index;13/07/2020;-0.567
I01415Y Index;13/07/2020;0.153
I01420Y Index;13/07/2020;0.355
I01404Y Index;13/07/2020;-0.523
I01405Y Index;13/07/2020;-0.46
I01430Y Index;13/07/2020;0.622
I01406Y Index;13/07/2020;-0.402
I01403M Index;14/07/2020;-0.56
I01407Y Index;14/07/2020;-0.376
I01408Y Index;14/07/2020;-0.304
I01406M Index;14/07/2020;-0.565
I01409Y Index;14/07/2020;-0.227
I01401Y Index;14/07/2020;-0.573
I01402Y Index;14/07/2020;-0.6
I01410Y Index;14/07/2020;-0.157
I01403Y Index;14/07/2020;-0.581
I01415Y Index;14/07/2020;0.124
I01420Y Index;14/07/2020;0.315
I01404Y Index;14/07/2020;-0.541
I01405Y Index;14/07/2020;-0.483
I01430Y Index;14/07/2020;0.572
I01406Y Index;14/07/2020;-0.428
I01403M Index;15/07/2020;-0.566
I01407Y Index;15/07/2020;-0.382
I01408Y Index;15/07/2020;-0.31
I01406M Index;15/07/2020;-0.571
I01409Y Index;15/07/2020;-0.234
I01401Y Index;15/07/2020;-0.582
I01402Y Index;15/07/2020;-0.617
I01410Y Index;15/07/2020;-0.162
I01403Y Index;15/07/2020;-0.596
I01415Y Index;15/07/2020;0.129
I01420Y Index;15/07/2020;0.32
I01404Y Index;15/07/2020;-0.553
I01405Y Index;15/07/2020;-0.492
I01430Y Index;15/07/2020;0.574
I01406Y Index;15/07/2020;-0.434
I01403M Index;16/07/2020;-0.569
I01407Y Index;16/07/2020;-0.402
I01408Y Index;16/07/2020;-0.327
I01406M Index;16/07/2020;-0.573
I01409Y Index;16/07/2020;-0.251
I01401Y Index;16/07/2020;-0.584
I01402Y Index;16/07/2020;-0.637
I01410Y Index;16/07/2020;-0.18
I01403Y Index;16/07/2020;-0.622
I01415Y Index;16/07/2020;0.124
I01420Y Index;16/07/2020;0.321
I01404Y Index;16/07/2020;-0.583
I01405Y Index;16/07/2020;-0.525
I01430Y Index;16/07/2020;0.575
I01406Y Index;16/07/2020;-0.463
I01403M Index;17/07/2020;-0.566
I01407Y Index;17/07/2020;-0.384
I01408Y Index;17/07/2020;-0.314
I01406M Index;17/07/2020;-0.579
I01409Y Index;17/07/2020;-0.239
I01401Y Index;17/07/2020;-0.591
I01402Y Index;17/07/2020;-0.628
I01410Y Index;17/07/2020;-0.168
I01403Y Index;17/07/2020;-0.609
I01415Y Index;17/07/2020;0.13
I01420Y Index;17/07/2020;0.333
I01404Y Index;17/07/2020;-0.562
I01405Y Index;17/07/2020;-0.501
I01430Y Index;17/07/2020;0.592
I01406Y Index;17/07/2020;-0.443
I01403M Index;20/07/2020;-0.573
I01407Y Index;20/07/2020;-0.404
I01408Y Index;20/07/2020;-0.334
I01406M Index;20/07/2020;-0.578
I01409Y Index;20/07/2020;-0.262
I01401Y Index;20/07/2020;-0.59
I01402Y Index;20/07/2020;-0.628
I01410Y Index;20/07/2020;-0.19
I01403Y Index;20/07/2020;-0.613
I01415Y Index;20/07/2020;0.098
I01420Y Index;20/07/2020;0.296
I01404Y Index;20/07/2020;-0.574
I01405Y Index;20/07/2020;-0.518
I01430Y Index;20/07/2020;0.56
I01406Y Index;20/07/2020;-0.46
I01403M Index;21/07/2020;-0.577
I01407Y Index;21/07/2020;-0.404
I01408Y Index;21/07/2020;-0.331
I01406M Index;21/07/2020;-0.578
I01409Y Index;21/07/2020;-0.258
I01401Y Index;21/07/2020;-0.574
I01402Y Index;21/07/2020;-0.627
I01410Y Index;21/07/2020;-0.188
I01403Y Index;21/07/2020;-0.612
I01415Y Index;21/07/2020;0.103
I01420Y Index;21/07/2020;0.301
I01404Y Index;21/07/2020;-0.574
I01405Y Index;21/07/2020;-0.521
I01430Y Index;21/07/2020;0.566
I01406Y Index;21/07/2020;-0.462
I01403M Index;22/07/2020;-0.576
I01407Y Index;22/07/2020;-0.429
I01408Y Index;22/07/2020;-0.352
I01406M Index;22/07/2020;-0.58
I01409Y Index;22/07/2020;-0.28
I01401Y Index;22/07/2020;-0.583
I01402Y Index;22/07/2020;-0.647
I01410Y Index;22/07/2020;-0.209
I01403Y Index;22/07/2020;-0.634
I01415Y Index;22/07/2020;0.081
I01420Y Index;22/07/2020;0.278
I01404Y Index;22/07/2020;-0.598
I01405Y Index;22/07/2020;-0.546
I01430Y Index;22/07/2020;0.541
I01406Y Index;22/07/2020;-0.487
I01403M Index;23/07/2020;-0.575
I01407Y Index;23/07/2020;-0.42
I01408Y Index;23/07/2020;-0.348
I01406M Index;23/07/2020;-0.579
I01409Y Index;23/07/2020;-0.28
I01401Y Index;23/07/2020;-0.579
I01402Y Index;23/07/2020;-0.633
I01410Y Index;23/07/2020;-0.208
I01403Y Index;23/07/2020;-0.619
I01415Y Index;23/07/2020;0.075
I01420Y Index;23/07/2020;0.271
I01404Y Index;23/07/2020;-0.581
I01405Y Index;23/07/2020;-0.531
I01430Y Index;23/07/2020;0.533
I01406Y Index;23/07/2020;-0.475
I01403M Index;24/07/2020;-0.572
I01407Y Index;24/07/2020;-0.384
I01408Y Index;24/07/2020;-0.313
I01406M Index;24/07/2020;-0.576
I01409Y Index;24/07/2020;-0.241
I01401Y Index;24/07/2020;-0.575
I01402Y Index;24/07/2020;-0.613
I01410Y Index;24/07/2020;-0.171
I01403Y Index;24/07/2020;-0.592
I01415Y Index;24/07/2020;0.112
I01420Y Index;24/07/2020;0.309
I01404Y Index;24/07/2020;-0.549
I01405Y Index;24/07/2020;-0.493
I01430Y Index;24/07/2020;0.566
I01406Y Index;24/07/2020;-0.438
I01403M Index;27/07/2020;-0.579
I01407Y Index;27/07/2020;-0.425
I01408Y Index;27/07/2020;-0.353
I01406M Index;27/07/2020;-0.574
I01409Y Index;27/07/2020;-0.282
I01401Y Index;27/07/2020;-0.57
I01402Y Index;27/07/2020;-0.627
I01410Y Index;27/07/2020;-0.212
I01403Y Index;27/07/2020;-0.611
I01415Y Index;27/07/2020;0.069
I01420Y Index;27/07/2020;0.263
I01404Y Index;27/07/2020;-0.576
I01405Y Index;27/07/2020;-0.526
I01430Y Index;27/07/2020;0.521
I01406Y Index;27/07/2020;-0.477
I01403M Index;28/07/2020;-0.576
I01407Y Index;28/07/2020;-0.434
I01408Y Index;28/07/2020;-0.361
I01406M Index;28/07/2020;-0.577
I01409Y Index;28/07/2020;-0.289
I01401Y Index;28/07/2020;-0.576
I01402Y Index;28/07/2020;-0.63
I01410Y Index;28/07/2020;-0.219
I01403Y Index;28/07/2020;-0.619
I01415Y Index;28/07/2020;0.062
I01420Y Index;28/07/2020;0.255
I01404Y Index;28/07/2020;-0.587
I01405Y Index;28/07/2020;-0.539
I01430Y Index;28/07/2020;0.51
I01406Y Index;28/07/2020;-0.492
I01403M Index;29/07/2020;-0.582
I01407Y Index;29/07/2020;-0.424
I01408Y Index;29/07/2020;-0.351
I01406M Index;29/07/2020;-0.576
I01409Y Index;29/07/2020;-0.277
I01401Y Index;29/07/2020;-0.576
I01402Y Index;29/07/2020;-0.625
I01410Y Index;29/07/2020;-0.206
I01403Y Index;29/07/2020;-0.612
I01415Y Index;29/07/2020;0.086
I01420Y Index;29/07/2020;0.279
I01404Y Index;29/07/2020;-0.579
I01405Y Index;29/07/2020;-0.531
I01430Y Index;29/07/2020;0.534
I01406Y Index;29/07/2020;-0.48
I01403M Index;30/07/2020;-0.577
I01407Y Index;30/07/2020;-0.459
I01408Y Index;30/07/2020;-0.384
I01406M Index;30/07/2020;-0.582
I01409Y Index;30/07/2020;-0.311
I01401Y Index;30/07/2020;-0.582
I01402Y Index;30/07/2020;-0.642
I01410Y Index;30/07/2020;-0.24
I01403Y Index;30/07/2020;-0.632
I01415Y Index;30/07/2020;0.051
I01420Y Index;30/07/2020;0.243
I01404Y Index;30/07/2020;-0.604
I01405Y Index;30/07/2020;-0.562
I01430Y Index;30/07/2020;0.493
I01406Y Index;30/07/2020;-0.512
I01403M Index;31/07/2020;-0.577
I01407Y Index;31/07/2020;-0.446
I01408Y Index;31/07/2020;-0.367
I01406M Index;31/07/2020;-0.581
I01409Y Index;31/07/2020;-0.29
I01401Y Index;31/07/2020;-0.581
I01402Y Index;31/07/2020;-0.641
I01410Y Index;31/07/2020;-0.22
I01403Y Index;31/07/2020;-0.632
I01415Y Index;31/07/2020;0.076
I01420Y Index;31/07/2020;0.266
I01404Y Index;31/07/2020;-0.603
I01405Y Index;31/07/2020;-0.554
I01430Y Index;31/07/2020;0.518
I01406Y Index;31/07/2020;-0.504
I01403M Index;03/08/2020;-0.579
I01407Y Index;03/08/2020;-0.448
I01408Y Index;03/08/2020;-0.371
I01406M Index;03/08/2020;-0.58
I01409Y Index;03/08/2020;-0.295
I01401Y Index;03/08/2020;-0.575
I01402Y Index;03/08/2020;-0.631
I01410Y Index;03/08/2020;-0.225
I01403Y Index;03/08/2020;-0.62
I01415Y Index;03/08/2020;0.068
I01420Y Index;03/08/2020;0.257
I01404Y Index;03/08/2020;-0.593
I01405Y Index;03/08/2020;-0.552
I01430Y Index;03/08/2020;0.506
I01406Y Index;03/08/2020;-0.504
I01403M Index;04/08/2020;-0.586
I01407Y Index;04/08/2020;-0.481
I01408Y Index;04/08/2020;-0.403
I01406M Index;04/08/2020;-0.597
I01409Y Index;04/08/2020;-0.328
I01401Y Index;04/08/2020;-0.579
I01402Y Index;04/08/2020;-0.634
I01410Y Index;04/08/2020;-0.259
I01403Y Index;04/08/2020;-0.63
I01415Y Index;04/08/2020;0.022
I01420Y Index;04/08/2020;0.211
I01404Y Index;04/08/2020;-0.612
I01405Y Index;04/08/2020;-0.578
I01430Y Index;04/08/2020;0.457
I01406Y Index;04/08/2020;-0.534
I01403M Index;05/08/2020;-0.592
I01407Y Index;05/08/2020;-0.445
I01408Y Index;05/08/2020;-0.365
I01406M Index;05/08/2020;-0.618
I01409Y Index;05/08/2020;-0.289
I01401Y Index;05/08/2020;-0.579
I01402Y Index;05/08/2020;-0.622
I01410Y Index;05/08/2020;-0.221
I01403Y Index;05/08/2020;-0.614
I01415Y Index;05/08/2020;0.056
I01420Y Index;05/08/2020;0.24
I01404Y Index;05/08/2020;-0.586
I01405Y Index;05/08/2020;-0.546
I01430Y Index;05/08/2020;0.493
I01406Y Index;05/08/2020;-0.497
I01403M Index;06/08/2020;-0.594
I01407Y Index;06/08/2020;-0.469
I01408Y Index;06/08/2020;-0.392
I01406M Index;06/08/2020;-0.623
I01409Y Index;06/08/2020;-0.317
I01401Y Index;06/08/2020;-0.581
I01402Y Index;06/08/2020;-0.621
I01410Y Index;06/08/2020;-0.25
I01403Y Index;06/08/2020;-0.615
I01415Y Index;06/08/2020;0.019
I01420Y Index;06/08/2020;0.207
I01404Y Index;06/08/2020;-0.594
I01405Y Index;06/08/2020;-0.562
I01430Y Index;06/08/2020;0.459
I01406Y Index;06/08/2020;-0.52
I01403M Index;07/08/2020;-0.596
I01407Y Index;07/08/2020;-0.459
I01408Y Index;07/08/2020;-0.381
I01406M Index;07/08/2020;-0.614
I01409Y Index;07/08/2020;-0.306
I01401Y Index;07/08/2020;-0.584
I01402Y Index;07/08/2020;-0.63
I01410Y Index;07/08/2020;-0.237
I01403Y Index;07/08/2020;-0.609
I01415Y Index;07/08/2020;0.019
I01420Y Index;07/08/2020;0.208
I01404Y Index;07/08/2020;-0.58
I01405Y Index;07/08/2020;-0.546
I01430Y Index;07/08/2020;0.466
I01406Y Index;07/08/2020;-0.509
I01403M Index;10/08/2020;-0.595
I01407Y Index;10/08/2020;-0.484
I01408Y Index;10/08/2020;-0.406
I01406M Index;10/08/2020;-0.612
I01409Y Index;10/08/2020;-0.329
I01401Y Index;10/08/2020;-0.588
I01402Y Index;10/08/2020;-0.64
I01410Y Index;10/08/2020;-0.26
I01403Y Index;10/08/2020;-0.625
I01415Y Index;10/08/2020;0.002
I01420Y Index;10/08/2020;0.189
I01404Y Index;10/08/2020;-0.602
I01405Y Index;10/08/2020;-0.57
I01430Y Index;10/08/2020;0.447
I01406Y Index;10/08/2020;-0.532
I01403M Index;11/08/2020;-0.58
I01407Y Index;11/08/2020;-0.444
I01408Y Index;11/08/2020;-0.369
I01406M Index;11/08/2020;-0.609
I01409Y Index;11/08/2020;-0.292
I01401Y Index;11/08/2020;-0.589
I01402Y Index;11/08/2020;-0.648
I01410Y Index;11/08/2020;-0.222
I01403Y Index;11/08/2020;-0.619
I01415Y Index;11/08/2020;0.048
I01420Y Index;11/08/2020;0.236
I01404Y Index;11/08/2020;-0.591
I01405Y Index;11/08/2020;-0.549
I01430Y Index;11/08/2020;0.487
I01406Y Index;11/08/2020;-0.495
I01403M Index;12/08/2020;-0.577
I01407Y Index;12/08/2020;-0.423
I01408Y Index;12/08/2020;-0.344
I01406M Index;12/08/2020;-0.609
I01409Y Index;12/08/2020;-0.268
I01401Y Index;12/08/2020;-0.575
I01402Y Index;12/08/2020;-0.612
I01410Y Index;12/08/2020;-0.196
I01403Y Index;12/08/2020;-0.598
I01415Y Index;12/08/2020;0.074
I01420Y Index;12/08/2020;0.262
I01404Y Index;12/08/2020;-0.572
I01405Y Index;12/08/2020;-0.53
I01430Y Index;12/08/2020;0.512
I01406Y Index;12/08/2020;-0.48
I01403M Index;13/08/2020;-0.577
I01407Y Index;13/08/2020;-0.378
I01408Y Index;13/08/2020;-0.298
I01406M Index;13/08/2020;-0.598
I01409Y Index;13/08/2020;-0.219
I01401Y Index;13/08/2020;-0.578
I01402Y Index;13/08/2020;-0.595
I01410Y Index;13/08/2020;-0.146
I01403Y Index;13/08/2020;-0.576
I01415Y Index;13/08/2020;0.132
I01420Y Index;13/08/2020;0.313
I01404Y Index;13/08/2020;-0.538
I01405Y Index;13/08/2020;-0.486
I01430Y Index;13/08/2020;0.56
I01406Y Index;13/08/2020;-0.435
I01403M Index;14/08/2020;-0.58
I01407Y Index;14/08/2020;-0.378
I01408Y Index;14/08/2020;-0.299
I01406M Index;14/08/2020;-0.604
I01409Y Index;14/08/2020;-0.222
I01401Y Index;14/08/2020;-0.582
I01402Y Index;14/08/2020;-0.595
I01410Y Index;14/08/2020;-0.15
I01403Y Index;14/08/2020;-0.575
I01415Y Index;14/08/2020;0.128
I01420Y Index;14/08/2020;0.31
I01404Y Index;14/08/2020;-0.535
I01405Y Index;14/08/2020;-0.484
I01430Y Index;14/08/2020;0.556
I01406Y Index;14/08/2020;-0.435
I01403M Index;17/08/2020;-0.585
I01407Y Index;17/08/2020;-0.409
I01408Y Index;17/08/2020;-0.332
I01406M Index;17/08/2020;-0.604
I01409Y Index;17/08/2020;-0.255
I01401Y Index;17/08/2020;-0.586
I01402Y Index;17/08/2020;-0.611
I01410Y Index;17/08/2020;-0.181
I01403Y Index;17/08/2020;-0.597
I01415Y Index;17/08/2020;0.097
I01420Y Index;17/08/2020;0.282
I01404Y Index;17/08/2020;-0.562
I01405Y Index;17/08/2020;-0.514
I01430Y Index;17/08/2020;0.528
I01406Y Index;17/08/2020;-0.464
I01403M Index;18/08/2020;-0.584
I01407Y Index;18/08/2020;-0.418
I01408Y Index;18/08/2020;-0.346
I01406M Index;18/08/2020;-0.6
